ligne_id;commande_id;produit_id;quantite;prix_unitaire;remise_pourcent;montant_ligne
LIG004496;CMD001529;PRD00090;2;59;5.0;112.1
LIG004497;CMD001529;PRD00014;2;49;15.0;83.3
LIG004498;CMD001529;PRD00011;2;699;0.0;1398.0
LIG004499;CMD001529;PRD00086;1;25;0.0;25.0
LIG004500;CMD001529;PRD00058;1;249;15.0;211.65
LIG004501;CMD001530;PRD00012;3;449;0.0;1347.0
LIG004502;CMD001530;PRD00090;2;59;15.0;100.3
LIG004503;CMD001530;PRD00083;1;19;15.0;16.15
LIG004504;CMD001530;PRD00042;3;249;0.0;747.0
LIG004505;CMD001530;PRD00062;1;59;0.0;59.0
LIG004506;CMD001531;PRD00050;3;299;5.0;852.15
LIG004507;CMD001532;PRD00016;1;19;0.0;19.0
LIG004508;CMD001532;PRD00070;1;89;5.0;84.55
LIG004509;CMD001532;PRD00046;3;149;10.0;402.3
LIG004510;CMD001532;PRD00075;3;59;0.0;177.0
LIG004511;CMD001533;PRD00037;1;299;10.0;269.1
LIG004512;CMD001534;PRD00099;3;25;10.0;67.5
LIG004513;CMD001534;PRD00032;3;59;0.0;177.0
LIG004514;CMD001534;PRD00073;1;199;15.0;169.15
LIG004515;CMD001535;PRD00049;2;599;10.0;1078.2
LIG004516;CMD001535;PRD00079;3;15;0.0;45.0
LIG004517;CMD001535;PRD00027;1;89;5.0;84.55
LIG004518;CMD001535;PRD00017;3;379;10.0;1023.3
LIG004519;CMD001536;PRD00068;1;39;0.0;39.0
LIG004520;CMD001536;PRD00018;1;329;0.0;329.0
LIG004521;CMD001537;PRD00024;1;25;0.0;25.0
LIG004522;CMD001537;PRD00056;1;89;0.0;89.0
LIG004523;CMD001537;PRD00057;2;399;0.0;798.0
LIG004524;CMD001538;PRD00097;2;15;5.0;28.5
LIG004525;CMD001538;PRD00050;2;299;10.0;538.2
LIG004526;CMD001538;PRD00079;2;15;10.0;27.0
LIG004527;CMD001539;PRD00016;2;19;15.0;32.3
LIG004528;CMD001539;PRD00003;1;699;0.0;699.0
LIG004529;CMD001539;PRD00040;1;49;5.0;46.55
LIG004530;CMD001540;PRD00019;3;129;0.0;387.0
LIG004531;CMD001541;PRD00030;3;189;5.0;538.65
LIG004532;CMD001541;PRD00095;3;25;0.0;75.0
LIG004533;CMD001541;PRD00041;2;899;15.0;1528.3
LIG004534;CMD001541;PRD00090;2;59;0.0;118.0
LIG004535;CMD001541;PRD00003;1;699;0.0;699.0
LIG004536;CMD001542;PRD00026;2;119;5.0;226.1
LIG004537;CMD001542;PRD00038;3;79;15.0;201.45
LIG004538;CMD001543;PRD00048;3;79;0.0;237.0
LIG004539;CMD001543;PRD00015;3;29;15.0;73.95
LIG004540;CMD001544;PRD00012;2;449;10.0;808.2
LIG004541;CMD001544;PRD00038;3;79;0.0;237.0
LIG004542;CMD001545;PRD00009;2;1299;5.0;2468.1
LIG004543;CMD001545;PRD00092;3;45;5.0;128.25
LIG004544;CMD001545;PRD00051;1;449;5.0;426.55
LIG004545;CMD001546;PRD00018;1;329;0.0;329.0
LIG004546;CMD001547;PRD00033;1;199;0.0;199.0
LIG004547;CMD001547;PRD00099;2;25;5.0;47.5
LIG004548;CMD001547;PRD00070;3;89;10.0;240.3
LIG004549;CMD001547;PRD00027;2;89;0.0;178.0
LIG004550;CMD001548;PRD00049;2;599;15.0;1018.3
LIG004551;CMD001548;PRD00002;3;899;0.0;2697.0
LIG004552;CMD001549;PRD00036;1;129;0.0;129.0
LIG004553;CMD001549;PRD00073;1;199;0.0;199.0
LIG004554;CMD001549;PRD00092;3;45;0.0;135.0
LIG004555;CMD001549;PRD00007;1;1199;10.0;1079.1
LIG004556;CMD001550;PRD00051;2;449;10.0;808.2
LIG004557;CMD001550;PRD00015;3;29;15.0;73.95
LIG004558;CMD001550;PRD00061;3;39;15.0;99.45
LIG004559;CMD001551;PRD00037;1;299;0.0;299.0
LIG004560;CMD001552;PRD00088;1;49;0.0;49.0
LIG004561;CMD001553;PRD00046;1;149;0.0;149.0
LIG004562;CMD001553;PRD00065;3;139;15.0;354.45
LIG004563;CMD001553;PRD00007;1;1199;0.0;1199.0
LIG004564;CMD001554;PRD00058;1;249;10.0;224.1
LIG004565;CMD001554;PRD00071;1;69;0.0;69.0
LIG004566;CMD001554;PRD00034;2;49;15.0;83.3
LIG004567;CMD001554;PRD00005;1;1299;5.0;1234.05
LIG004568;CMD001555;PRD00014;2;49;10.0;88.2
LIG004569;CMD001556;PRD00057;3;399;10.0;1077.3
LIG004570;CMD001556;PRD00046;1;149;15.0;126.65
LIG004571;CMD001556;PRD00075;1;59;0.0;59.0
LIG004572;CMD001556;PRD00095;2;25;0.0;50.0
LIG004573;CMD001557;PRD00025;3;69;10.0;186.3
LIG004574;CMD001557;PRD00033;1;199;10.0;179.1
LIG004575;CMD001557;PRD00046;2;149;5.0;283.1
LIG004576;CMD001558;PRD00075;3;59;10.0;159.3
LIG004577;CMD001558;PRD00084;1;25;0.0;25.0
LIG004578;CMD001559;PRD00006;2;1499;5.0;2848.1
LIG004579;CMD001559;PRD00009;2;1299;10.0;2338.2
LIG004580;CMD001559;PRD00088;2;49;10.0;88.2
LIG004581;CMD001559;PRD00043;1;129;0.0;129.0
LIG004582;CMD001559;PRD00070;1;89;0.0;89.0
LIG004583;CMD001560;PRD00097;3;15;15.0;38.25
LIG004584;CMD001560;PRD00050;1;299;0.0;299.0
LIG004585;CMD001560;PRD00056;2;89;0.0;178.0
LIG004586;CMD001560;PRD00076;3;29;0.0;87.0
LIG004587;CMD001561;PRD00055;1;79;10.0;71.1
LIG004588;CMD001561;PRD00014;2;49;0.0;98.0
LIG004589;CMD001561;PRD00031;1;99;10.0;89.1
LIG004590;CMD001562;PRD00092;3;45;0.0;135.0
LIG004591;CMD001562;PRD00022;1;79;10.0;71.1
LIG004592;CMD001562;PRD00062;2;59;0.0;118.0
LIG004593;CMD001562;PRD00061;2;39;0.0;78.0
LIG004594;CMD001562;PRD00059;3;39;15.0;99.45
LIG004595;CMD001563;PRD00057;1;399;0.0;399.0
LIG004596;CMD001564;PRD00028;3;79;15.0;201.45
LIG004597;CMD001564;PRD00087;2;29;15.0;49.3
LIG004598;CMD001564;PRD00007;3;1199;5.0;3417.15
LIG004599;CMD001564;PRD00045;2;89;0.0;178.0
LIG004600;CMD001565;PRD00056;2;89;0.0;178.0
LIG004601;CMD001565;PRD00045;1;89;10.0;80.1
LIG004602;CMD001565;PRD00099;3;25;15.0;63.75
LIG004603;CMD001565;PRD00052;3;89;5.0;253.65
LIG004604;CMD001565;PRD00059;3;39;0.0;117.0
LIG004605;CMD001566;PRD00037;3;299;5.0;852.15
LIG004606;CMD001566;PRD00018;3;329;15.0;838.95
LIG004607;CMD001567;PRD00075;1;59;0.0;59.0
LIG004608;CMD001568;PRD00054;1;149;0.0;149.0
LIG004609;CMD001568;PRD00007;2;1199;15.0;2038.3
LIG004610;CMD001569;PRD00051;3;449;0.0;1347.0
LIG004611;CMD001570;PRD00074;2;129;0.0;258.0
LIG004612;CMD001570;PRD00092;3;45;5.0;128.25
LIG004613;CMD001570;PRD00027;3;89;0.0;267.0
LIG004614;CMD001570;PRD00086;1;25;0.0;25.0
LIG004615;CMD001570;PRD00034;2;49;10.0;88.2
LIG004616;CMD001571;PRD00037;3;299;5.0;852.15
LIG004617;CMD001572;PRD00037;1;299;0.0;299.0
LIG004618;CMD001572;PRD00087;1;29;5.0;27.55
LIG004619;CMD001572;PRD00031;3;99;0.0;297.0
LIG004620;CMD001572;PRD00020;3;349;5.0;994.65
LIG004621;CMD001573;PRD00034;3;49;5.0;139.65
LIG004622;CMD001573;PRD00076;3;29;0.0;87.0
LIG004623;CMD001573;PRD00022;2;79;0.0;158.0
LIG004624;CMD001574;PRD00039;3;149;15.0;379.95
LIG004625;CMD001575;PRD00036;2;129;0.0;258.0
LIG004626;CMD001575;PRD00027;2;89;15.0;151.3
LIG004627;CMD001575;PRD00019;1;129;15.0;109.65
LIG004628;CMD001576;PRD00077;1;69;0.0;69.0
LIG004629;CMD001576;PRD00092;1;45;0.0;45.0
LIG004630;CMD001576;PRD00098;3;15;0.0;45.0
LIG004631;CMD001576;PRD00026;3;119;0.0;357.0
LIG004632;CMD001577;PRD00015;1;29;0.0;29.0
LIG004633;CMD001577;PRD00094;3;29;15.0;73.95
LIG004634;CMD001577;PRD00001;1;1199;0.0;1199.0
LIG004635;CMD001577;PRD00040;3;49;0.0;147.0
LIG004636;CMD001577;PRD00069;1;29;0.0;29.0
LIG004637;CMD001578;PRD00091;2;35;5.0;66.5
LIG004638;CMD001578;PRD00029;2;129;0.0;258.0
LIG004639;CMD001578;PRD00082;1;49;5.0;46.55
LIG004640;CMD001579;PRD00009;2;1299;15.0;2208.3
LIG004641;CMD001579;PRD00045;2;89;5.0;169.1
LIG004642;CMD001579;PRD00098;1;15;0.0;15.0
LIG004643;CMD001579;PRD00074;3;129;0.0;387.0
LIG004644;CMD001579;PRD00039;1;149;0.0;149.0
LIG004645;CMD001580;PRD00026;3;119;0.0;357.0
LIG004646;CMD001580;PRD00078;1;29;0.0;29.0
LIG004647;CMD001580;PRD00058;3;249;10.0;672.3
LIG004648;CMD001580;PRD00080;1;49;15.0;41.65
LIG004649;CMD001581;PRD00097;3;15;0.0;45.0
LIG004650;CMD001582;PRD00017;1;379;5.0;360.05
LIG004651;CMD001582;PRD00085;1;35;5.0;33.25
LIG004652;CMD001582;PRD00068;3;39;10.0;105.3
LIG004653;CMD001582;PRD00070;3;89;15.0;226.95
LIG004654;CMD001583;PRD00021;3;59;15.0;150.45
LIG004655;CMD001583;PRD00024;3;25;0.0;75.0
LIG004656;CMD001583;PRD00055;3;79;15.0;201.45
LIG004657;CMD001583;PRD00056;3;89;0.0;267.0
LIG004658;CMD001583;PRD00057;2;399;15.0;678.3
LIG004659;CMD001584;PRD00001;2;1199;10.0;2158.2
LIG004660;CMD001584;PRD00060;3;79;0.0;237.0
LIG004661;CMD001584;PRD00038;1;79;0.0;79.0
LIG004662;CMD001584;PRD00075;2;59;10.0;106.2
LIG004663;CMD001584;PRD00031;2;99;5.0;188.1
LIG004664;CMD001585;PRD00025;1;69;0.0;69.0
LIG004665;CMD001585;PRD00072;1;39;0.0;39.0
LIG004666;CMD001585;PRD00048;3;79;0.0;237.0
LIG004667;CMD001585;PRD00095;1;25;5.0;23.75
LIG004668;CMD001585;PRD00069;1;29;5.0;27.55
LIG004669;CMD001586;PRD00046;3;149;5.0;424.65
LIG004670;CMD001586;PRD00051;1;449;15.0;381.65
LIG004671;CMD001586;PRD00045;1;89;0.0;89.0
LIG004672;CMD001586;PRD00012;3;449;5.0;1279.65
LIG004673;CMD001586;PRD00069;1;29;0.0;29.0
LIG004674;CMD001587;PRD00035;3;69;0.0;207.0
LIG004675;CMD001587;PRD00077;3;69;5.0;196.65
LIG004676;CMD001587;PRD00091;3;35;5.0;99.75
LIG004677;CMD001588;PRD00026;1;119;0.0;119.0
LIG004678;CMD001588;PRD00003;3;699;0.0;2097.0
LIG004679;CMD001588;PRD00016;1;19;15.0;16.15
LIG004680;CMD001588;PRD00014;3;49;5.0;139.65
LIG004681;CMD001588;PRD00094;3;29;0.0;87.0
LIG004682;CMD001589;PRD00024;1;25;0.0;25.0
LIG004683;CMD001589;PRD00021;2;59;10.0;106.2
LIG004684;CMD001590;PRD00064;3;799;0.0;2397.0
LIG004685;CMD001591;PRD00090;2;59;0.0;118.0
LIG004686;CMD001591;PRD00074;2;129;15.0;219.3
LIG004687;CMD001591;PRD00058;3;249;0.0;747.0
LIG004688;CMD001592;PRD00051;2;449;5.0;853.1
LIG004689;CMD001592;PRD00085;3;35;5.0;99.75
LIG004690;CMD001592;PRD00077;2;69;0.0;138.0
LIG004691;CMD001593;PRD00048;2;79;15.0;134.3
LIG004692;CMD001593;PRD00029;1;129;0.0;129.0
LIG004693;CMD001593;PRD00033;2;199;15.0;338.3
LIG004694;CMD001594;PRD00065;3;139;15.0;354.45
LIG004695;CMD001594;PRD00026;1;119;15.0;101.15
LIG004696;CMD001594;PRD00038;2;79;15.0;134.3
LIG004697;CMD001595;PRD00067;1;49;0.0;49.0
LIG004698;CMD001595;PRD00041;3;899;5.0;2562.15
LIG004699;CMD001595;PRD00031;2;99;0.0;198.0
LIG004700;CMD001596;PRD00072;2;39;0.0;78.0
LIG004701;CMD001596;PRD00028;3;79;5.0;225.15
LIG004702;CMD001596;PRD00085;3;35;15.0;89.25
LIG004703;CMD001596;PRD00084;2;25;10.0;45.0
LIG004704;CMD001596;PRD00033;1;199;0.0;199.0
LIG004705;CMD001597;PRD00035;1;69;0.0;69.0
LIG004706;CMD001597;PRD00052;2;89;0.0;178.0
LIG004707;CMD001597;PRD00060;2;79;0.0;158.0
LIG004708;CMD001597;PRD00022;3;79;0.0;237.0
LIG004709;CMD001597;PRD00094;3;29;0.0;87.0
LIG004710;CMD001598;PRD00082;3;49;15.0;124.95
LIG004711;CMD001598;PRD00045;1;89;0.0;89.0
LIG004712;CMD001598;PRD00086;3;25;0.0;75.0
LIG004713;CMD001599;PRD00089;3;89;0.0;267.0
LIG004714;CMD001599;PRD00090;2;59;0.0;118.0
LIG004715;CMD001600;PRD00009;2;1299;10.0;2338.2
LIG004716;CMD001600;PRD00018;2;329;15.0;559.3
LIG004717;CMD001601;PRD00093;3;19;0.0;57.0
LIG004718;CMD001602;PRD00024;1;25;10.0;22.5
LIG004719;CMD001602;PRD00059;2;39;15.0;66.3
LIG004720;CMD001602;PRD00034;2;49;0.0;98.0
LIG004721;CMD001603;PRD00068;3;39;15.0;99.45
LIG004722;CMD001603;PRD00025;3;69;0.0;207.0
LIG004723;CMD001604;PRD00081;1;39;0.0;39.0
LIG004724;CMD001604;PRD00011;2;699;15.0;1188.3
LIG004725;CMD001604;PRD00075;2;59;0.0;118.0
LIG004726;CMD001604;PRD00030;2;189;0.0;378.0
LIG004727;CMD001604;PRD00042;3;249;0.0;747.0
LIG004728;CMD001605;PRD00054;2;149;0.0;298.0
LIG004729;CMD001606;PRD00061;3;39;15.0;99.45
LIG004730;CMD001606;PRD00048;3;79;0.0;237.0
LIG004731;CMD001606;PRD00055;2;79;0.0;158.0
LIG004732;CMD001607;PRD00066;3;249;5.0;709.65
LIG004733;CMD001608;PRD00078;2;29;0.0;58.0
LIG004734;CMD001609;PRD00008;3;999;0.0;2997.0
LIG004735;CMD001609;PRD00040;3;49;10.0;132.3
LIG004736;CMD001609;PRD00043;3;129;10.0;348.3
LIG004737;CMD001609;PRD00005;1;1299;0.0;1299.0
LIG004738;CMD001610;PRD00036;3;129;10.0;348.3
LIG004739;CMD001610;PRD00030;3;189;0.0;567.0
LIG004740;CMD001611;PRD00048;1;79;5.0;75.05
LIG004741;CMD001611;PRD00078;2;29;0.0;58.0
LIG004742;CMD001612;PRD00033;2;199;0.0;398.0
LIG004743;CMD001612;PRD00017;2;379;5.0;720.1
LIG004744;CMD001613;PRD00004;1;599;0.0;599.0
LIG004745;CMD001613;PRD00096;3;9;15.0;22.95
LIG004746;CMD001613;PRD00037;1;299;15.0;254.15
LIG004747;CMD001613;PRD00081;2;39;0.0;78.0
LIG004748;CMD001613;PRD00034;2;49;10.0;88.2
LIG004749;CMD001614;PRD00016;2;19;0.0;38.0
LIG004750;CMD001614;PRD00087;2;29;0.0;58.0
LIG004751;CMD001614;PRD00083;3;19;10.0;51.3
LIG004752;CMD001614;PRD00014;1;49;15.0;41.65
LIG004753;CMD001615;PRD00028;2;79;0.0;158.0
LIG004754;CMD001615;PRD00021;3;59;10.0;159.3
LIG004755;CMD001615;PRD00066;1;249;15.0;211.65
LIG004756;CMD001615;PRD00015;1;29;15.0;24.65
LIG004757;CMD001616;PRD00051;1;449;0.0;449.0
LIG004758;CMD001616;PRD00073;2;199;0.0;398.0
LIG004759;CMD001617;PRD00073;3;199;5.0;567.15
LIG004760;CMD001617;PRD00066;2;249;0.0;498.0
LIG004761;CMD001618;PRD00036;1;129;0.0;129.0
LIG004762;CMD001618;PRD00041;1;899;0.0;899.0
LIG004763;CMD001618;PRD00007;3;1199;5.0;3417.15
LIG004764;CMD001619;PRD00096;3;9;0.0;27.0
LIG004765;CMD001619;PRD00040;1;49;0.0;49.0
LIG004766;CMD001620;PRD00084;1;25;0.0;25.0
LIG004767;CMD001620;PRD00100;1;19;10.0;17.1
LIG004768;CMD001621;PRD00069;3;29;15.0;73.95
LIG004769;CMD001622;PRD00086;1;25;0.0;25.0
LIG004770;CMD001622;PRD00017;1;379;0.0;379.0
LIG004771;CMD001622;PRD00058;1;249;0.0;249.0
LIG004772;CMD001622;PRD00023;2;129;0.0;258.0
LIG004773;CMD001622;PRD00010;1;799;10.0;719.1
LIG004774;CMD001623;PRD00047;1;59;0.0;59.0
LIG004775;CMD001623;PRD00031;3;99;15.0;252.45
LIG004776;CMD001624;PRD00054;1;149;10.0;134.1
LIG004777;CMD001624;PRD00002;3;899;15.0;2292.45
LIG004778;CMD001625;PRD00096;2;9;15.0;15.3
LIG004779;CMD001625;PRD00066;2;249;5.0;473.1
LIG004780;CMD001625;PRD00076;2;29;0.0;58.0
LIG004781;CMD001625;PRD00091;1;35;0.0;35.0
LIG004782;CMD001626;PRD00002;1;899;0.0;899.0
LIG004783;CMD001626;PRD00059;3;39;0.0;117.0
LIG004784;CMD001626;PRD00015;1;29;15.0;24.65
LIG004785;CMD001626;PRD00056;3;89;10.0;240.3
LIG004786;CMD001627;PRD00048;3;79;0.0;237.0
LIG004787;CMD001627;PRD00011;3;699;0.0;2097.0
LIG004788;CMD001627;PRD00098;3;15;0.0;45.0
LIG004789;CMD001627;PRD00015;2;29;0.0;58.0
LIG004790;CMD001627;PRD00100;2;19;5.0;36.1
LIG004791;CMD001628;PRD00077;1;69;5.0;65.55
LIG004792;CMD001629;PRD00054;3;149;0.0;447.0
LIG004793;CMD001629;PRD00097;2;15;0.0;30.0
LIG004794;CMD001629;PRD00019;1;129;15.0;109.65
LIG004795;CMD001629;PRD00055;2;79;5.0;150.1
LIG004796;CMD001629;PRD00031;2;99;10.0;178.2
LIG004797;CMD001630;PRD00070;2;89;15.0;151.3
LIG004798;CMD001630;PRD00068;2;39;0.0;78.0
LIG004799;CMD001631;PRD00039;1;149;5.0;141.55
LIG004800;CMD001631;PRD00051;2;449;0.0;898.0
LIG004801;CMD001631;PRD00049;3;599;0.0;1797.0
LIG004802;CMD001632;PRD00081;1;39;0.0;39.0
LIG004803;CMD001632;PRD00086;1;25;0.0;25.0
LIG004804;CMD001633;PRD00034;2;49;0.0;98.0
LIG004805;CMD001633;PRD00062;2;59;10.0;106.2
LIG004806;CMD001633;PRD00004;3;599;5.0;1707.15
LIG004807;CMD001633;PRD00033;3;199;10.0;537.3
LIG004808;CMD001634;PRD00004;2;599;10.0;1078.2
LIG004809;CMD001635;PRD00074;1;129;15.0;109.65
LIG004810;CMD001635;PRD00024;3;25;0.0;75.0
LIG004811;CMD001635;PRD00096;3;9;15.0;22.95
LIG004812;CMD001636;PRD00006;2;1499;0.0;2998.0
LIG004813;CMD001637;PRD00017;1;379;0.0;379.0
LIG004814;CMD001637;PRD00066;2;249;0.0;498.0
LIG004815;CMD001638;PRD00062;2;59;15.0;100.3
LIG004816;CMD001639;PRD00075;3;59;10.0;159.3
LIG004817;CMD001639;PRD00079;1;15;0.0;15.0
LIG004818;CMD001639;PRD00058;1;249;0.0;249.0
LIG004819;CMD001640;PRD00046;3;149;10.0;402.3
LIG004820;CMD001640;PRD00067;3;49;15.0;124.95
LIG004821;CMD001640;PRD00095;1;25;0.0;25.0
LIG004822;CMD001640;PRD00013;2;279;0.0;558.0
LIG004823;CMD001641;PRD00022;3;79;5.0;225.15
LIG004824;CMD001642;PRD00077;1;69;5.0;65.55
LIG004825;CMD001642;PRD00040;3;49;10.0;132.3
LIG004826;CMD001642;PRD00078;1;29;0.0;29.0
LIG004827;CMD001642;PRD00053;3;699;0.0;2097.0
LIG004828;CMD001643;PRD00015;1;29;15.0;24.65
LIG004829;CMD001644;PRD00029;1;129;0.0;129.0
LIG004830;CMD001644;PRD00089;1;89;5.0;84.55
LIG004831;CMD001644;PRD00025;3;69;10.0;186.3
LIG004832;CMD001644;PRD00054;2;149;0.0;298.0
LIG004833;CMD001645;PRD00046;2;149;10.0;268.2
LIG004834;CMD001645;PRD00096;1;9;0.0;9.0
LIG004835;CMD001645;PRD00038;3;79;5.0;225.15
LIG004836;CMD001645;PRD00048;1;79;15.0;67.15
LIG004837;CMD001645;PRD00067;3;49;10.0;132.3
LIG004838;CMD001646;PRD00081;2;39;0.0;78.0
LIG004839;CMD001646;PRD00020;2;349;0.0;698.0
LIG004840;CMD001646;PRD00019;1;129;10.0;116.1
LIG004841;CMD001646;PRD00042;3;249;15.0;634.95
LIG004842;CMD001646;PRD00100;1;19;0.0;19.0
LIG004843;CMD001647;PRD00091;1;35;15.0;29.75
LIG004844;CMD001648;PRD00034;3;49;10.0;132.3
LIG004845;CMD001648;PRD00013;2;279;0.0;558.0
LIG004846;CMD001648;PRD00027;1;89;0.0;89.0
LIG004847;CMD001649;PRD00085;1;35;15.0;29.75
LIG004848;CMD001649;PRD00095;3;25;5.0;71.25
LIG004849;CMD001649;PRD00044;3;449;15.0;1144.95
LIG004850;CMD001649;PRD00100;2;19;0.0;38.0
LIG004851;CMD001649;PRD00080;3;49;10.0;132.3
LIG004852;CMD001650;PRD00082;3;49;0.0;147.0
LIG004853;CMD001650;PRD00100;2;19;5.0;36.1
LIG004854;CMD001650;PRD00025;3;69;0.0;207.0
LIG004855;CMD001650;PRD00043;1;129;0.0;129.0
LIG004856;CMD001651;PRD00016;3;19;0.0;57.0
LIG004857;CMD001651;PRD00062;3;59;0.0;177.0
LIG004858;CMD001652;PRD00013;3;279;15.0;711.45
LIG004859;CMD001652;PRD00089;1;89;0.0;89.0
LIG004860;CMD001652;PRD00079;2;15;15.0;25.5
LIG004861;CMD001653;PRD00070;1;89;15.0;75.65
LIG004862;CMD001654;PRD00086;1;25;15.0;21.25
LIG004863;CMD001654;PRD00004;2;599;0.0;1198.0
LIG004864;CMD001655;PRD00016;3;19;15.0;48.45
LIG004865;CMD001656;PRD00040;2;49;0.0;98.0
LIG004866;CMD001657;PRD00041;2;899;15.0;1528.3
LIG004867;CMD001658;PRD00086;1;25;0.0;25.0
LIG004868;CMD001659;PRD00082;1;49;0.0;49.0
LIG004869;CMD001660;PRD00045;3;89;0.0;267.0
LIG004870;CMD001660;PRD00030;1;189;0.0;189.0
LIG004871;CMD001660;PRD00069;3;29;10.0;78.3
LIG004872;CMD001660;PRD00050;1;299;10.0;269.1
LIG004873;CMD001660;PRD00012;3;449;0.0;1347.0
LIG004874;CMD001661;PRD00001;3;1199;0.0;3597.0
LIG004875;CMD001661;PRD00049;3;599;15.0;1527.45
LIG004876;CMD001661;PRD00055;1;79;0.0;79.0
LIG004877;CMD001662;PRD00061;1;39;15.0;33.15
LIG004878;CMD001662;PRD00048;3;79;5.0;225.15
LIG004879;CMD001663;PRD00023;3;129;10.0;348.3
LIG004880;CMD001663;PRD00037;1;299;5.0;284.05
LIG004881;CMD001663;PRD00032;3;59;0.0;177.0
LIG004882;CMD001664;PRD00074;2;129;0.0;258.0
LIG004883;CMD001665;PRD00032;3;59;5.0;168.15
LIG004884;CMD001666;PRD00013;2;279;5.0;530.1
LIG004885;CMD001666;PRD00061;1;39;10.0;35.1
LIG004886;CMD001666;PRD00052;3;89;0.0;267.0
LIG004887;CMD001666;PRD00043;1;129;0.0;129.0
LIG004888;CMD001666;PRD00006;3;1499;10.0;4047.3
LIG004889;CMD001667;PRD00083;2;19;5.0;36.1
LIG004890;CMD001667;PRD00052;2;89;10.0;160.2
LIG004891;CMD001667;PRD00086;3;25;10.0;67.5
LIG004892;CMD001667;PRD00049;3;599;0.0;1797.0
LIG004893;CMD001667;PRD00067;2;49;0.0;98.0
LIG004894;CMD001668;PRD00034;3;49;5.0;139.65
LIG004895;CMD001669;PRD00014;2;49;5.0;93.1
LIG004896;CMD001669;PRD00044;2;449;15.0;763.3
LIG004897;CMD001669;PRD00051;2;449;0.0;898.0
LIG004898;CMD001669;PRD00062;3;59;0.0;177.0
LIG004899;CMD001670;PRD00085;3;35;15.0;89.25
LIG004900;CMD001670;PRD00038;1;79;0.0;79.0
LIG004901;CMD001670;PRD00034;2;49;15.0;83.3
LIG004902;CMD001670;PRD00073;1;199;0.0;199.0
LIG004903;CMD001671;PRD00083;2;19;5.0;36.1
LIG004904;CMD001672;PRD00092;2;45;0.0;90.0
LIG004905;CMD001672;PRD00096;3;9;5.0;25.65
LIG004906;CMD001673;PRD00039;1;149;0.0;149.0
LIG004907;CMD001674;PRD00097;2;15;10.0;27.0
LIG004908;CMD001674;PRD00049;1;599;15.0;509.15
LIG004909;CMD001675;PRD00007;3;1199;0.0;3597.0
LIG004910;CMD001675;PRD00086;1;25;0.0;25.0
LIG004911;CMD001675;PRD00050;3;299;0.0;897.0
LIG004912;CMD001675;PRD00026;1;119;0.0;119.0
LIG004913;CMD001675;PRD00042;1;249;5.0;236.55
LIG004914;CMD001676;PRD00098;2;15;15.0;25.5
LIG004915;CMD001677;PRD00007;2;1199;0.0;2398.0
LIG004916;CMD001677;PRD00028;1;79;0.0;79.0
LIG004917;CMD001677;PRD00050;3;299;5.0;852.15
LIG004918;CMD001677;PRD00042;1;249;0.0;249.0
LIG004919;CMD001678;PRD00030;3;189;0.0;567.0
LIG004920;CMD001678;PRD00014;3;49;0.0;147.0
LIG004921;CMD001679;PRD00029;2;129;0.0;258.0
LIG004922;CMD001679;PRD00016;2;19;5.0;36.1
LIG004923;CMD001679;PRD00058;2;249;0.0;498.0
LIG004924;CMD001679;PRD00039;3;149;5.0;424.65
LIG004925;CMD001680;PRD00066;3;249;10.0;672.3
LIG004926;CMD001681;PRD00035;2;69;10.0;124.2
LIG004927;CMD001681;PRD00088;3;49;0.0;147.0
LIG004928;CMD001681;PRD00037;1;299;10.0;269.1
LIG004929;CMD001681;PRD00084;2;25;0.0;50.0
LIG004930;CMD001681;PRD00031;2;99;15.0;168.3
LIG004931;CMD001682;PRD00072;2;39;0.0;78.0
LIG004932;CMD001682;PRD00061;1;39;5.0;37.05
LIG004933;CMD001682;PRD00037;2;299;5.0;568.1
LIG004934;CMD001682;PRD00004;2;599;0.0;1198.0
LIG004935;CMD001683;PRD00097;1;15;15.0;12.75
LIG004936;CMD001683;PRD00061;1;39;0.0;39.0
LIG004937;CMD001683;PRD00099;3;25;10.0;67.5
LIG004938;CMD001684;PRD00051;3;449;0.0;1347.0
LIG004939;CMD001684;PRD00046;1;149;15.0;126.65
LIG004940;CMD001684;PRD00093;2;19;15.0;32.3
LIG004941;CMD001685;PRD00044;1;449;15.0;381.65
LIG004942;CMD001685;PRD00024;1;25;5.0;23.75
LIG004943;CMD001686;PRD00008;3;999;0.0;2997.0
LIG004944;CMD001687;PRD00076;1;29;10.0;26.1
LIG004945;CMD001687;PRD00095;1;25;15.0;21.25
LIG004946;CMD001687;PRD00052;2;89;10.0;160.2
LIG004947;CMD001687;PRD00041;1;899;15.0;764.15
LIG004948;CMD001687;PRD00011;2;699;0.0;1398.0
LIG004949;CMD001688;PRD00066;3;249;15.0;634.95
LIG004950;CMD001689;PRD00086;1;25;15.0;21.25
LIG004951;CMD001689;PRD00084;3;25;0.0;75.0
LIG004952;CMD001689;PRD00050;3;299;0.0;897.0
LIG004953;CMD001689;PRD00071;3;69;0.0;207.0
LIG004954;CMD001690;PRD00092;1;45;15.0;38.25
LIG004955;CMD001690;PRD00022;1;79;0.0;79.0
LIG004956;CMD001690;PRD00090;3;59;0.0;177.0
LIG004957;CMD001691;PRD00036;1;129;10.0;116.1
